qname,join_order,exec_sql,cost
28.pkl,Leading((((((k mk) t) mc) cn) ci)),/*+ Rows(ci #15103853) Rows(t #1053499) Rows(mc #1087137) Rows(mk #1884971) Rows(k #1) Rows(cn #138234) Rows(ci t #15103853) Rows(ci mc #40001768) Rows(ci mk #69358471) Rows(mc t #1087137) Rows(mk t #1884971) Rows(mc mk #9902691) Rows(cn mc #1087137) Rows(k mk #34) Rows(ci mc t #40001768) Rows(ci mk t #69358471) Rows(ci mc mk #183692294) Rows(ci cn mc #40001768) Rows(ci k mk #1241) Rows(mc mk t #9902691) Rows(cn mc t #1087137) Rows(k mk t #34) Rows(k mc mk #179) Rows(cn mc mk #9902691) Rows(ci mc mk t #183692294) Rows(ci cn mc t #40001768) Rows(ci k mk t #1241) Rows(ci k mc mk #3286) Rows(ci cn mc mk #183692294) Rows(k mc mk t #179) Rows(cn mc mk t #9902691) Rows(cn k mc mk #177) Rows(ci k mc mk t #3286) Rows(ci cn mc mk t #183692294) Rows(ci cn k mc mk #3286) Rows(cn k mc mk t #177) Rows(ci cn k mc mk t #3286)  */ explain (format json) SELECT COUNT(*) FROM ((((keyword as k CROSS JOIN movie_keyword as mk) CROSS JOIN title as t) CROSS JOIN movie_companies as mc) CROSS JOIN company_name as cn) CROSS JOIN cast_info as ci WHERE  k.keyword = 'character-name-in-title' AND ci.movie_id = mc.movie_id AND ci.movie_id = mk.movie_id AND ci.movie_id = t.id AND mc.company_id = cn.id AND mk.keyword_id = k.id AND mk.movie_id = mc.movie_id AND t.id = mc.movie_id AND t.id = mk.movie_id,429161.74
61.pkl,Leading((((cct1 ((kt ((k mk) t)) cc)) mi_idx) ci)),"/*+ Rows(kt #1) Rows(t #573441) Rows(mk #1884971) Rows(ci #15103853) Rows(cc #135086) Rows(mi_idx #79698) Rows(k #10) Rows(cct1 #1) Rows(kt t #196608) Rows(mk t #1026028) Rows(ci t #8221332) Rows(cc t #30638) Rows(mi_idx t #43381) Rows(ci mk #69358471) Rows(cc mk #2628960) Rows(mi_idx mk #745265) Rows(k mk #337) Rows(cc ci #2071066) Rows(ci mi_idx #2932510) Rows(cc mi_idx #22254) Rows(cc cct1 #33772) Rows(kt mk t #146575) Rows(ci kt t #1174476) Rows(cc kt t #4377) Rows(kt mi_idx t #6197) Rows(ci mk t #37753214) Rows(cc mk t #1430996) Rows(mi_idx mk t #405663) Rows(k mk t #183) Rows(cc ci t #1127323) Rows(ci mi_idx t #1596225) Rows(cc mi_idx t #12113) Rows(cc cct1 t #7660) Rows(cc ci mk #9510552) Rows(ci mi_idx mk #13466394) Rows(ci k mk #12407) Rows(cc mi_idx mk #1039413) Rows(cc k mk #470) Rows(cc cct1 mk #657250) Rows(k mi_idx mk #133) Rows(cc ci mi_idx #818842) Rows(cc cct1 ci #1242640) Rows(cc cct1 mi_idx #5564) Rows(ci kt mk t #5393316) Rows(cc kt mk t #204428) Rows(kt mi_idx mk t #57950) Rows(k kt mk t #26) Rows(cc ci kt t #161046) Rows(ci kt mi_idx t #228032) Rows(cc kt mi_idx t #1730) Rows(cc cct1 kt t #1094) Rows(cc ci mk t #5176785) Rows(ci mi_idx mk t #7330030) Rows(ci k mk t #6753) Rows(cc mi_idx mk t #565773) Rows(cc k mk t #256) Rows(cc cct1 mk t #357754) Rows(k mi_idx mk t #72) Rows(cc ci mi_idx t #445712) Rows(cc cct1 ci t #281831) Rows(cc cct1 mi_idx t #3028) Rows(cc ci mi_idx mk #38245912) Rows(cc ci k mk #1701) Rows(cc cct1 ci mk #2377639) Rows(ci k mi_idx mk #2409) Rows(cc k mi_idx mk #186) Rows(cc cct1 mi_idx mk #259868) Rows(cc cct1 k mk #118) Rows(cc cct1 ci mi_idx #204710) Rows(cc ci kt mk t #739541) Rows(ci kt mi_idx mk t #1047147) Rows(ci k kt mk t #965) Rows(cc kt mi_idx mk t #80825) Rows(cc k kt mk t #37) Rows(cc cct1 kt mk t #51108) Rows(k kt mi_idx mk t #10) Rows(cc ci kt mi_idx t #63673) Rows(cc cct1 ci kt t #40262) Rows(cc cct1 kt mi_idx t #432) Rows(cc ci mi_idx mk t #20818021) Rows(cc ci k mk t #926) Rows(cc cct1 ci mk t #1294197) Rows(ci k mi_idx mk t #1311) Rows(cc k mi_idx mk t #101) Rows(cc cct1 mi_idx mk t #141451) Rows(cc cct1 k mk t #64) Rows(cc cct1 ci mi_idx t #111428) Rows(cc ci k mi_idx mk #6841) Rows(cc cct1 ci mi_idx mk #9561473) Rows(cc cct1 ci k mk #425) Rows(cc cct1 k mi_idx mk #46) Rows(cc ci kt mi_idx mk t #2974003) Rows(cc ci k kt mk t #132) Rows(cc cct1 ci kt mk t #184885) Rows(ci k kt mi_idx mk t #187) Rows(cc k kt mi_idx mk t #14) Rows(cc cct1 kt mi_idx mk t #20208) Rows(cc cct1 k kt mk t #9) Rows(cc cct1 ci kt mi_idx t #15918) Rows(cc ci k mi_idx mk t #3724) Rows(cc cct1 ci mi_idx mk t #5204502) Rows(cc cct1 ci k mk t #231) Rows(cc cct1 k mi_idx mk t #25) Rows(cc cct1 ci k mi_idx mk #1710) Rows(cc ci k kt mi_idx mk t #532) Rows(cc cct1 ci kt mi_idx mk t #743500) Rows(cc cct1 ci k kt mk t #33) Rows(cc cct1 k kt mi_idx mk t #4) Rows(cc cct1 ci k mi_idx mk t #931) Rows(cc cct1 ci k kt mi_idx mk t #133)  */ explain (format json) SELECT COUNT(*) FROM ((comp_cast_type as cct1 CROSS JOIN ((kind_type as kt CROSS JOIN ((keyword as k CROSS JOIN movie_keyword as mk) CROSS JOIN title as t)) CROSS JOIN complete_cast as cc)) CROSS JOIN movie_info_idx as mi_idx) CROSS JOIN cast_info as ci WHERE  cct1.kind = 'cast' AND  k.keyword IN ('superhero', 'marvel-comics', 'based-on-comic', 'tv-special', 'fight', 'violence', 'magnet', 'web', 'claw', 'laser') AND  kt.kind = 'movie' AND  mi_idx.info > '7.0' AND  t.production_year > 2000 AND cc.movie_id = mi_idx.movie_id AND cc.subject_id = cct1.id AND ci.movie_id = cc.movie_id AND ci.movie_id = mi_idx.movie_id AND kt.id = t.kind_id AND mk.keyword_id = k.id AND mk.movie_id = cc.movie_id AND mk.movie_id = ci.movie_id AND mk.movie_id = mi_idx.movie_id AND t.id = cc.movie_id AND t.id = ci.movie_id AND t.id = mi_idx.movie_id AND t.id = mk.movie_id",30791.93
18.pkl,Leading((((((((mc ct) cn) at) t) mi) mk) k)),/*+ Rows(t #573441) Rows(at #150613) Rows(mi #68) Rows(mk #1884971) Rows(mc #7793) Rows(k #134170) Rows(cn #49805) Rows(ct #4) Rows(at t #81982) Rows(mi t #37) Rows(mk t #1026028) Rows(mc t #4242) Rows(at mi #68) Rows(at mk #4943392) Rows(at mc #5672) Rows(mi mk #848) Rows(mc mi #2) Rows(mc mk #70985) Rows(k mk #1884971) Rows(cn mc #2808) Rows(ct mc #7793) Rows(at mi t #37) Rows(at mk t #2690788) Rows(at mc t #3088) Rows(mi mk t #462) Rows(mc mi t #1) Rows(mc mk t #38639) Rows(k mk t #1026028) Rows(cn mc t #1528) Rows(ct mc t #4242) Rows(at mi mk #2229) Rows(at mc mi #2) Rows(at mc mk #186168) Rows(at k mk #4943392) Rows(at cn mc #2044) Rows(at ct mc #5672) Rows(mc mi mk #31) Rows(k mi mk #848) Rows(cn mc mi #1) Rows(ct mc mi #2) Rows(k mc mk #70985) Rows(cn mc mk #25577) Rows(ct mc mk #70985) Rows(cn ct mc #2808) Rows(at mi mk t #1213) Rows(at mc mi t #1) Rows(at mc mk t #101335) Rows(at k mk t #2690788) Rows(at cn mc t #1112) Rows(at ct mc t #3088) Rows(mc mi mk t #17) Rows(k mi mk t #462) Rows(cn mc mi t #1) Rows(ct mc mi t #1) Rows(k mc mk t #38639) Rows(cn mc mk t #13922) Rows(ct mc mk t #38639) Rows(cn ct mc t #1528) Rows(at mc mi mk #82) Rows(at k mi mk #2229) Rows(at cn mc mi #1) Rows(at ct mc mi #2) Rows(at k mc mk #186168) Rows(at cn mc mk #67080) Rows(at ct mc mk #186168) Rows(at cn ct mc #2044) Rows(k mc mi mk #23) Rows(cn mc mi mk #10) Rows(ct mc mi mk #31) Rows(cn ct mc mi #1) Rows(cn k mc mk #25577) Rows(ct k mc mk #70985) Rows(cn ct mc mk #25577) Rows(at mc mi mk t #45) Rows(at k mi mk t #1213) Rows(at cn mc mi t #1) Rows(at ct mc mi t #1) Rows(at k mc mk t #101335) Rows(at cn mc mk t #36513) Rows(at ct mc mk t #101335) Rows(at cn ct mc t #1112) Rows(k mc mi mk t #12) Rows(cn mc mi mk t #14) Rows(ct mc mi mk t #17) Rows(cn ct mc mi t #1) Rows(cn k mc mk t #13922) Rows(ct k mc mk t #38639) Rows(cn ct mc mk t #13922) Rows(at k mc mi mk #82) Rows(at cn mc mi mk #28) Rows(at ct mc mi mk #82) Rows(at cn ct mc mi #1) Rows(at cn k mc mk #67080) Rows(at ct k mc mk #186168) Rows(at cn ct mc mk #67080) Rows(cn k mc mi mk #10) Rows(ct k mc mi mk #31) Rows(cn ct mc mi mk #10) Rows(cn ct k mc mk #25577) Rows(at k mc mi mk t #45) Rows(at cn mc mi mk t #36) Rows(at ct mc mi mk t #45) Rows(at cn ct mc mi t #1) Rows(at cn k mc mk t #36513) Rows(at ct k mc mk t #101335) Rows(at cn ct mc mk t #36513) Rows(cn k mc mi mk t #6) Rows(ct k mc mi mk t #17) Rows(cn ct mc mi mk t #14) Rows(cn ct k mc mk t #13922) Rows(at cn k mc mi mk #28) Rows(at ct k mc mi mk #82) Rows(at cn ct mc mi mk #28) Rows(at cn ct k mc mk #67080) Rows(cn ct k mc mi mk #10) Rows(at cn k mc mi mk t #15) Rows(at ct k mc mi mk t #45) Rows(at cn ct mc mi mk t #36) Rows(at cn ct k mc mk t #36513) Rows(cn ct k mc mi mk t #6) Rows(at cn ct k mc mi mk #28) Rows(at cn ct k mc mi mk t #15)  */ explain (format json) SELECT COUNT(*) FROM ((((((movie_companies as mc CROSS JOIN company_type as ct) CROSS JOIN company_name as cn) CROSS JOIN aka_title as at) CROSS JOIN title as t) CROSS JOIN movie_info as mi) CROSS JOIN movie_keyword as mk) CROSS JOIN keyword as k WHERE  cn.country_code = '[us]' AND  mc.note LIKE '%(200%)%' AND  mc.note LIKE '%(worldwide)%' AND  mi.info LIKE 'USA:% 200%' AND  mi.note LIKE '%internet%' AND  t.production_year > 2000 AND at.movie_id = mc.movie_id AND at.movie_id = mi.movie_id AND at.movie_id = mk.movie_id AND mc.company_id = cn.id AND mc.company_type_id = ct.id AND mi.movie_id = mc.movie_id AND mi.movie_id = mk.movie_id AND mk.keyword_id = k.id AND mk.movie_id = mc.movie_id AND t.id = at.movie_id AND t.id = mc.movie_id AND t.id = mi.movie_id AND t.id = mk.movie_id,179279.24
41.pkl,Leading(((((it mi_idx) t) mc) ct)),/*+ Rows(ct #1) Rows(mc #562482) Rows(t #163235) Rows(mi_idx #575015) Rows(it #1) Rows(ct mc #140620) Rows(mc t #87154) Rows(mc mi_idx #1562974) Rows(mi_idx t #89096) Rows(it mi_idx #5089) Rows(ct mc t #21788) Rows(ct mc mi_idx #390743) Rows(mc mi_idx t #242175) Rows(it mc mi_idx #13832) Rows(it mi_idx t #788) Rows(ct mc mi_idx t #60544) Rows(ct it mc mi_idx #3458) Rows(it mc mi_idx t #2143) Rows(ct it mc mi_idx t #536)  */ explain (format json) SELECT COUNT(*) FROM (((info_type as it CROSS JOIN movie_info_idx as mi_idx) CROSS JOIN title as t) CROSS JOIN movie_companies as mc) CROSS JOIN company_type as ct WHERE  ct.kind = 'production companies' AND  it.info = 'top 250 rank' AND  mc.note NOT LIKE '%(as Metro-Goldwyn-Mayer Pictures)%' AND  t.production_year > 2010 AND ct.id = mc.company_type_id AND mc.movie_id = mi_idx.movie_id AND mc.movie_id = t.id AND mi_idx.info_type_id = it.id AND t.id = mi_idx.movie_id,19477.72
3.pkl,Leading(((t ((mc ct) cn)) ci)),/*+ Rows(t #732247) Rows(mc #1087137) Rows(ci #582705) Rows(cn #49805) Rows(ct #4) Rows(mc t #755628) Rows(ci t #405016) Rows(ci mc #1543265) Rows(cn mc #391694) Rows(ct mc #1087137) Rows(ci mc t #1072665) Rows(cn mc t #272251) Rows(ct mc t #755628) Rows(ci cn mc #556036) Rows(ci ct mc #1543265) Rows(cn ct mc #391694) Rows(ci cn mc t #386479) Rows(ci ct mc t #1072665) Rows(cn ct mc t #272251) Rows(ci cn ct mc #556036) Rows(ci cn ct mc t #386479)  */ explain (format json) SELECT COUNT(*) FROM (title as t CROSS JOIN ((movie_companies as mc CROSS JOIN company_type as ct) CROSS JOIN company_name as cn)) CROSS JOIN cast_info as ci WHERE  ci.note LIKE '%(producer)%' AND  cn.country_code = '[us]' AND  t.production_year > 1990 AND mc.company_id = cn.id AND mc.company_type_id = ct.id AND mc.movie_id = ci.movie_id AND t.id = ci.movie_id AND t.id = mc.movie_id,1357527.03
27.pkl,Leading((((((k mk) t) mc) cn) ci)),/*+ Rows(ci #15103853) Rows(t #1053499) Rows(mc #1087137) Rows(mk #1884971) Rows(k #1) Rows(cn #138234) Rows(ci t #15103853) Rows(ci mc #40001768) Rows(ci mk #69358471) Rows(mc t #1087137) Rows(mk t #1884971) Rows(mc mk #9902691) Rows(cn mc #1087137) Rows(k mk #34) Rows(ci mc t #40001768) Rows(ci mk t #69358471) Rows(ci mc mk #183692294) Rows(ci cn mc #40001768) Rows(ci k mk #1241) Rows(mc mk t #9902691) Rows(cn mc t #1087137) Rows(k mk t #34) Rows(k mc mk #179) Rows(cn mc mk #9902691) Rows(ci mc mk t #183692294) Rows(ci cn mc t #40001768) Rows(ci k mk t #1241) Rows(ci k mc mk #3286) Rows(ci cn mc mk #183692294) Rows(k mc mk t #179) Rows(cn mc mk t #9902691) Rows(cn k mc mk #177) Rows(ci k mc mk t #3286) Rows(ci cn mc mk t #183692294) Rows(ci cn k mc mk #3286) Rows(cn k mc mk t #177) Rows(ci cn k mc mk t #3286)  */ explain (format json) SELECT COUNT(*) FROM ((((keyword as k CROSS JOIN movie_keyword as mk) CROSS JOIN title as t) CROSS JOIN movie_companies as mc) CROSS JOIN company_name as cn) CROSS JOIN cast_info as ci WHERE  k.keyword = 'character-name-in-title' AND ci.movie_id = mc.movie_id AND ci.movie_id = mk.movie_id AND ci.movie_id = t.id AND mc.company_id = cn.id AND mk.keyword_id = k.id AND mk.movie_id = mc.movie_id AND t.id = mc.movie_id AND t.id = mk.movie_id,429161.74
29.pkl,Leading((((((k mk) t) mc) cn) ci)),/*+ Rows(ci #15103853) Rows(t #1053499) Rows(mc #1087137) Rows(mk #1884971) Rows(k #1) Rows(cn #138234) Rows(ci t #15103853) Rows(ci mc #40001768) Rows(ci mk #69358471) Rows(mc t #1087137) Rows(mk t #1884971) Rows(mc mk #9902691) Rows(cn mc #1087137) Rows(k mk #34) Rows(ci mc t #40001768) Rows(ci mk t #69358471) Rows(ci mc mk #183692294) Rows(ci cn mc #40001768) Rows(ci k mk #1241) Rows(mc mk t #9902691) Rows(cn mc t #1087137) Rows(k mk t #34) Rows(k mc mk #179) Rows(cn mc mk #9902691) Rows(ci mc mk t #183692294) Rows(ci cn mc t #40001768) Rows(ci k mk t #1241) Rows(ci k mc mk #3286) Rows(ci cn mc mk #183692294) Rows(k mc mk t #179) Rows(cn mc mk t #9902691) Rows(cn k mc mk #177) Rows(ci k mc mk t #3286) Rows(ci cn mc mk t #183692294) Rows(ci cn k mc mk #3286) Rows(cn k mc mk t #177) Rows(ci cn k mc mk t #3286)  */ explain (format json) SELECT COUNT(*) FROM ((((keyword as k CROSS JOIN movie_keyword as mk) CROSS JOIN title as t) CROSS JOIN movie_companies as mc) CROSS JOIN company_name as cn) CROSS JOIN cast_info as ci WHERE  k.keyword = 'character-name-in-title' AND ci.movie_id = mc.movie_id AND ci.movie_id = mk.movie_id AND ci.movie_id = t.id AND mc.company_id = cn.id AND mk.keyword_id = k.id AND mk.movie_id = mc.movie_id AND t.id = mc.movie_id AND t.id = mk.movie_id,429161.74
95.pkl,Leading((((ct mc) t) mi)),"/*+ Rows(t #163235) Rows(mi #236295) Rows(mc #22) Rows(ct #1) Rows(mi t #36612) Rows(mc t #3) Rows(mc mi #26) Rows(ct mc #6) Rows(mc mi t #4) Rows(ct mc t #1) Rows(ct mc mi #7) Rows(ct mc mi t #1)  */ explain (format json) SELECT COUNT(*) FROM ((company_type as ct CROSS JOIN movie_companies as mc) CROSS JOIN title as t) CROSS JOIN movie_info as mi WHERE  ct.kind = 'production companies' AND  mc.note LIKE '%(1994)%' AND  mc.note LIKE '%(USA)%' AND  mc.note LIKE '%(VHS)%' AND  mi.info IN ('USA', 'America') AND  t.production_year > 2010 AND mc.company_type_id = ct.id AND mi.movie_id = mc.movie_id AND t.id = mc.movie_id AND t.id = mi.movie_id",56361.66
106.pkl,Leading((((mc cn) t) ci)),/*+ Rows(ci #39270) Rows(t #1053499) Rows(mc #4632) Rows(cn #3921) Rows(ci t #39270) Rows(ci mc #443) Rows(mc t #4632) Rows(cn mc #131) Rows(ci mc t #443) Rows(ci cn mc #12) Rows(cn mc t #131) Rows(ci cn mc t #12)  */ explain (format json) SELECT COUNT(*) FROM ((movie_companies as mc CROSS JOIN company_name as cn) CROSS JOIN title as t) CROSS JOIN cast_info as ci WHERE  ci.note = '(voice: English version)' AND  cn.country_code = '[jp]' AND  mc.note LIKE '%(Japan)%' AND  mc.note NOT LIKE '%(USA)%' AND ci.movie_id = mc.movie_id AND ci.movie_id = t.id AND mc.company_id = cn.id AND t.id = mc.movie_id,451042.23
89.pkl,Leading((((k mk) t) mi)),/*+ Rows(t #163235) Rows(mi #159) Rows(mk #1884971) Rows(k #13) Rows(mi t #25) Rows(mk t #292067) Rows(mi mk #1976) Rows(k mk #438) Rows(mi mk t #306) Rows(k mk t #68) Rows(k mi mk #1) Rows(k mi mk t #1)  */ explain (format json) SELECT COUNT(*) FROM ((keyword as k CROSS JOIN movie_keyword as mk) CROSS JOIN title as t) CROSS JOIN movie_info as mi WHERE  k.keyword LIKE '%sequel%' AND  mi.info IN ('Bulgaria') AND  t.production_year > 2010 AND mi.movie_id = mk.movie_id AND mk.keyword_id = k.id AND t.id = mi.movie_id AND t.id = mk.movie_id,23144.66
